AUC,Mean Insertion Errors for each Pixel
7.258263100711152,"[0.72013284 0.68889866 0.63086808 0.59105769 0.49928453 0.44808087
 0.41807459 0.37134094 0.3320585  0.32480833 0.26697255 0.26118934
 0.24308677 0.24320632 0.18605382 0.15589058 0.1481134  0.13056241
 0.11696777 0.1115596  0.07933886 0.06518874 0.05821868 0.05903749
 0.05601667 0.05224073 0.04935198 0.04006836 0.04000953 0.02907147
 0.02779125 0.02207561 0.02373856 0.02109101 0.02074596 0.02448635
 0.01904247 0.01266254 0.01437502 0.0113075  0.00852633]"
7.183884052479047,"[0.68326441 0.69380293 0.61784155 0.51460173 0.43418963 0.43611833
 0.44081418 0.3892444  0.334007   0.28014998 0.244027   0.27930229
 0.24001103 0.21341877 0.16345777 0.14790759 0.13518762 0.12568468
 0.12047304 0.10003332 0.10843236 0.10695427 0.07736606 0.06135718
 0.05740746 0.05196487 0.05661488 0.04956987 0.05035695 0.04453105
 0.04918577 0.0331357  0.03695513 0.03675811 0.0262165  0.0206184
 0.01798856 0.01638932 0.01120893 0.01422165 0.00949196]"
9.777887993285397,"[0.7119604  0.70153674 0.64061985 0.58154598 0.52483505 0.50208884
 0.48897466 0.41314655 0.38279074 0.3622676  0.3486711  0.36942553
 0.32421857 0.31519203 0.28883382 0.23518737 0.24122728 0.21634609
 0.18596017 0.17700499 0.16194952 0.1803964  0.16530104 0.17301453
 0.1644024  0.15029131 0.13300759 0.1398705  0.13388915 0.10891979
 0.10966827 0.10620411 0.09138541 0.07800775 0.07739694 0.0505952
 0.03992111 0.02445952 0.01567825 0.01391553 0.00752106]"
9.630996299490516,"[0.72214199 0.6914124  0.64412862 0.62043979 0.56135069 0.53040787
 0.51912488 0.45129915 0.45072183 0.40358186 0.36848328 0.34037096
 0.33785883 0.29074871 0.24108861 0.21316159 0.21607229 0.19146647
 0.18485682 0.17489144 0.18770007 0.18890224 0.1780881  0.16829482
 0.15710741 0.13625256 0.11687327 0.10891665 0.10339628 0.08510092
 0.08687015 0.06604933 0.06446817 0.05272841 0.04588956 0.02581321
 0.02264698 0.01593011 0.01435806 0.00843963 0.00926655]"
11.785408268028956,"[0.6962333  0.70474466 0.65895199 0.63646656 0.63779468 0.60838958
 0.5610888  0.5269585  0.49155253 0.45814522 0.46579054 0.77115808
 0.70786053 0.3376766  0.33732857 0.32028007 0.27784212 0.26309
 0.26293112 0.24582302 0.23869895 0.22981523 0.2071201  0.20063844
 0.18407363 0.17079514 0.15146356 0.1408755  0.10884886 0.10384512
 0.09417441 0.07388896 0.06231686 0.05061832 0.03878973 0.02994735
 0.02127854 0.0200506  0.01774386 0.01421083 0.00844889]"
10.805302064684664,"[0.72885782 0.69984773 0.66903837 0.61784451 0.5865351  0.54496658
 0.51139801 0.47290364 0.41220659 0.41430708 0.40692001 0.37449037
 0.38320809 0.37625466 0.35087148 0.31071288 0.29649648 0.29466578
 0.29081171 0.28246208 0.25776396 0.22815396 0.21432062 0.1849729
 0.16055301 0.15737447 0.13918569 0.1171729  0.11135149 0.10763648
 0.08580248 0.07907288 0.06277415 0.05305435 0.04322511 0.04010202
 0.03051998 0.02641402 0.0264506  0.01567696 0.00670796]"
10.871096134272253,"[0.67854041 0.65175645 0.6141611  0.54423131 0.51844756 0.49378761
 0.45650253 0.42850873 0.4425778  0.38313952 0.38782577 0.35149173
 0.36961954 0.36245723 0.37144002 0.35577415 0.31921049 0.31167924
 0.31974746 0.28666994 0.27855985 0.26063408 0.24608472 0.23686088
 0.22176503 0.19620958 0.18573144 0.15529297 0.14888677 0.1144574
 0.09674868 0.08678204 0.07351024 0.05852139 0.05170661 0.0449648
 0.03234118 0.03228182 0.02291688 0.01491327 0.00725622]"
10.928272637308725,"[0.69215066 0.62499824 0.58523189 0.55186433 0.56084749 0.52852105
 0.53212538 0.47147818 0.47706119 0.46004164 0.41958663 0.41321766
 0.39047844 0.37626695 0.33566129 0.30896202 0.28273709 0.27133759
 0.27246893 0.23375521 0.23339248 0.2249586  0.2374626  0.22091776
 0.21144476 0.18804864 0.17697198 0.15451989 0.13883076 0.13108374
 0.11477166 0.09438223 0.09154147 0.06854445 0.05344343 0.04911973
 0.03495652 0.02662021 0.01964647 0.01115413 0.00748919]"
11.091684590849846,"[0.68338756 0.65430889 0.64638343 0.59988435 0.58598227 0.58625352
 0.53254519 0.54821362 0.47746028 0.43550196 0.45049089 0.42023765
 0.39453208 0.35096348 0.33447951 0.3196563  0.29319096 0.29912034
 0.27037453 0.25561285 0.2163477  0.21154782 0.21601078 0.20617949
 0.16853301 0.15827304 0.14170646 0.14351625 0.12893905 0.12284518
 0.11627399 0.09811265 0.08347045 0.07601631 0.06156759 0.05001794
 0.03395933 0.02511252 0.01782361 0.01467816 0.00773477]"
