AUC,Mean Deletion Errors for each Pixel
17.440593962940834,"[0.         0.02916074 0.08126059 0.13420789 0.17171308 0.2221089
 0.21773844 0.22370488 0.23469144 0.23026816 0.26463839 0.27236751
 0.33223962 0.32649779 0.33330563 0.37434283 0.40311582 0.40478567
 0.43608721 0.42105961 0.47153859 0.48227882 0.51222716 0.51211668
 0.531194   0.54324164 0.56922079 0.60727335 0.61485776 0.65848724
 0.64876871 0.63066962 0.63756509 0.64406158 0.64433403 0.62979217
 0.64573611 0.65854276 0.67290773 0.67069534 0.6835812 ]"
17.27531444418447,"[0.         0.03214707 0.10213976 0.10522149 0.10608161 0.15024873
 0.18773116 0.2139204  0.19465216 0.20617635 0.20955001 0.23303852
 0.26855598 0.27964291 0.29785098 0.35436532 0.38286182 0.4169477
 0.45079535 0.46645344 0.49148589 0.53415966 0.55927916 0.58080773
 0.5806563  0.60626053 0.60074331 0.60124177 0.63748937 0.63250487
 0.63686924 0.64640055 0.62175091 0.63675991 0.63602145 0.6430748
 0.62175188 0.64678816 0.67668403 0.68059445 0.69121949]"
17.144037385545168,"[0.         0.03014964 0.09525706 0.10292617 0.1045029  0.12875081
 0.1558877  0.20791023 0.1569627  0.2053133  0.21890929 0.25406916
 0.27571453 0.30362917 0.33930628 0.3602555  0.38198576 0.41097353
 0.44132908 0.480454   0.46010074 0.50592702 0.57541182 0.60011865
 0.61761752 0.62447632 0.63411201 0.60511701 0.62080555 0.59996616
 0.62591283 0.62428529 0.60213542 0.60328667 0.61846413 0.6117326
 0.63933906 0.65295747 0.65641823 0.66964758 0.68383701]"
17.667520895724234,"[0.         0.0268353  0.08424566 0.10396885 0.09444701 0.12577261
 0.16567147 0.1702335  0.15239891 0.22647228 0.24337254 0.25947625
 0.27675572 0.32722659 0.36205717 0.42749238 0.42412276 0.41326035
 0.44921302 0.47073095 0.50822126 0.55257841 0.57290229 0.6200221
 0.65584994 0.6346076  0.63514326 0.63050516 0.64275706 0.62008421
 0.64086999 0.61965465 0.62246793 0.60556726 0.62685477 0.64860651
 0.64405616 0.66202289 0.68536109 0.68546013 0.70034983]"
18.735495692670582,"[0.         0.03453471 0.09044583 0.10154728 0.1075852  0.13105931
 0.16071241 0.16870088 0.16193293 0.21382831 0.26604833 0.26674531
 0.30482328 0.34325435 0.39582588 0.4349635  0.4289008  0.46198864
 0.45162944 0.4844348  0.51779711 0.5704305  0.59267484 0.62374774
 0.67046866 0.64114135 1.15230881 0.6582935  0.64249509 0.62513276
 0.63706879 0.66601504 0.66469226 0.67009432 0.660526   0.66482348
 0.65384748 0.675627   0.68024099 0.69637324 0.72547108]"
256.8484230980716,"[0.00000000e+00 3.99684675e-02 8.25074727e-02 9.55098899e-02
 1.14755126e-01 1.28863681e-01 1.36241581e-01 1.23648355e-01
 1.75590125e-01 2.35728447e-01 3.10361172e-01 2.52518125e-01
 3.09819498e-01 3.30698802e-01 3.54920085e-01 4.29435070e-01
 4.46035214e-01 4.45059736e-01 4.62338269e-01 4.97699500e-01
 5.44376641e-01 5.61027371e-01 5.80822205e-01 6.07422358e-01
 7.52981558e-01 6.10559367e-01 2.39533336e+02 6.10801408e-01
 6.24989558e-01 6.09509246e-01 6.28970981e-01 6.30745728e-01
 6.38996085e-01 6.38767224e-01 6.38155713e-01 6.60105175e-01
 6.61861762e-01 6.64346827e-01 6.79661137e-01 6.54824164e-01
 6.88927374e-01]"
19.780752623389148,"[0.         0.04195759 0.08358781 0.09937937 0.11209526 0.13502313
 0.13357258 0.14585518 0.18953313 0.26060536 0.29851434 0.30685537
 0.32743841 0.36474975 0.37374489 0.43250216 0.45850448 0.4838578
 0.48072906 0.49629962 0.53785737 0.58536346 0.61824815 0.60950791
 0.62767994 0.65792714 0.61993458 1.91941857 0.65734433 0.64112503
 0.63910873 0.64612371 0.64356798 0.67062584 0.67405388 0.69239618
 0.68407957 0.66985018 0.71662779 0.69880838 0.69259722]"
18.546038561731656,"[0.         0.03694332 0.06887425 0.08643013 0.11074198 0.12731947
 0.13950998 0.18134934 0.20970845 0.27079924 0.35133301 0.29151841
 0.32091694 0.35430276 0.37314762 0.40850337 0.44997802 0.48186687
 0.49418174 0.50404846 0.5419371  0.60264675 0.60888286 0.61080301
 0.63470859 0.62336128 0.63161037 0.71033239 0.641736   0.63775638
 0.63623189 0.65177421 0.66457682 0.6675218  0.66612234 0.70284858
 0.66866898 0.66806418 0.68229664 0.68959059 0.68618892]"
19.001951019535163,"[0.         0.02299206 0.05485993 0.08871952 0.12280676 0.11963548
 0.15093412 0.22793174 0.23112117 0.29118259 0.28452424 0.28757764
 0.35248534 0.34436407 0.35744434 0.40653219 0.45086732 0.5040161
 0.50323226 0.52635331 0.55725208 0.60816303 0.58609656 0.59087524
 0.59872927 0.64128156 0.65851671 0.97102191 0.66362241 0.64718477
 0.66170862 0.68107049 0.67070582 0.68522303 0.67879144 0.70105863
 0.6819624  0.66792346 0.68314322 0.6977271  0.68462615]"
19.408994580168404,"[0.         0.02197757 0.04972585 0.09332594 0.12636565 0.13139727
 0.17388867 0.2378708  0.24128113 0.32421907 0.28707039 0.29750547
 0.3408198  0.3511559  0.39263447 0.43041328 0.46060311 0.51015473
 0.5090085  0.53629422 0.57246954 0.6472206  0.64651253 0.61997117
 0.61826271 0.65938028 0.6910354  0.703908   0.67095155 0.68410487
 0.69151121 0.70610267 0.70884647 0.72409325 0.7066953  0.743238
 0.68403119 0.65388199 0.7006341  0.70116363 0.71853654]"
